type,model_only,preds,human_only,poss,second_label,words,labels,direct_en_translation,type_label
,0,0,0,NOUN,0,výrobků,0,,
,0,0,0,ADJ,0,standardní,0,,
,0,0,0,NOUN,0,velikosti,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADJ,0,tkaných,0,,
,0,0,0,ADV,0,tak,0,,
,0,0,0,ADV,0,řídce,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
c,1,1,0,PRON,0,se,0,,
c,1,1,0,VERB,0,nehodí,0,,
,0,1,0,ADP,1,v,1,,
,1,1,0,NOUN,0,praxi,0,,
,0,1,0,ADP,1,k,1,,
,0,0,0,PRON,0,ničemu,0,,
,0,0,0,ADJ,0,jinému,0,,
,0,0,0,SCONJ,0,než,0,,
,0,0,1,ADV,1,právě,1,,
,0,1,0,ADP,1,ke,1,,
,0,0,0,NOUN,0,směňování,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADJ,0,Jižní,0,,
,0,0,0,PROPN,0,Súdán,0,,
,0,0,0,AUX,0,je,0,,
,0,0,0,ADV,0,stále,0,,
,0,0,0,ADJ,0,nejchudší,0,,
,0,0,0,NOUN,0,zemí,0,,
,0,0,0,ADP,0,v,0,,
,0,0,0,PROPN,0,Africe,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,PART,0,to,0,,
,0,0,0,CCONJ,0,i,0,,
,0,0,0,ADP,0,navzdory,0,,
,0,0,0,DET,0,tomu,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,ADJ,0,posledních,0,,
,0,0,0,NUM,0,pěti,0,,
,0,0,0,NOUN,0,letech,0,,
,0,0,1,VERB,1,mohl,1,1,x
,0,0,1,VERB,1,využívat,1,0,x
,0,0,1,NOUN,1,přístupu,1,1,x
,0,1,0,ADP,1,k,1,,
,0,0,0,NOUN,0,polovině,0,,
,0,0,0,ADJ,0,ropných,0,,
,0,0,0,NOUN,0,zdrojů,0,,
,0,0,0,ADJ,0,celého,0,,
,0,0,0,PROPN,0,Súdánu,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,jako,0,,
,0,0,0,PRON,0,ona,0,,
,0,0,0,VERB,0,zkouší,0,,
,0,0,0,PART,0,no,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,VERB,0,má,0,,
,0,0,0,ADV,0,doma,0,,
,0,0,0,DET,0,ňáký,0,,
,0,0,0,ADJ,0,oranžový,0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,ADV,0,mmm,0,,
,0,0,0,PART,0,ne,0,,
,0,0,0,NOUN,0,šatičky,0,,
,0,0,0,SCONJ,0,jako,0,,
,0,0,0,VERB,0,má,0,,
,0,0,0,ADV,0,enom,0,,
,0,0,0,DET,0,ňáké,0,,
,0,0,0,NOUN,0,tričko,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,tam,0,,
,0,0,0,AUX,0,je,0,,
,0,0,0,CCONJ,0,totiž,0,,
,0,0,0,ADJ,0,pracovní,0,,
,0,0,0,NOUN,0,doba,0,,
,0,1,0,ADP,1,od,1,,
,0,0,0,NUM,0,osmi,0,,
,0,1,0,ADP,1,do,1,,
,0,0,0,NUM,0,čtyřech,0,,
,0,0,0,PUNCT,0,",",0,,
,0,1,0,ADJ,1,otevřené,1,1,c
,0,0,0,AUX,0,je,0,,
,0,0,0,ADV,0,tam,0,,
,0,1,0,ADP,1,od,1,,
,0,0,0,NUM,0,osmi,0,,
,0,1,0,ADP,1,do,1,,
,0,0,0,NUM,0,čtyř,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADJ,0,Příští,0,,
,0,0,0,NOUN,0,rok,0,,
,0,0,0,ADV,0,možná,0,,
,0,0,0,ADV,0,už,0,,
,0,0,0,ADJ,0,devátého,0,,
,0,0,0,PUNCT,0,…,0,,
,0,1,0,VERB,1,Vidím,1,1,c
,0,0,1,ADV,1,zde,1,,
,0,1,0,ADP,1,do,1,,
,0,1,0,NOUN,1,očí,1,0,c
,0,1,0,ADJ,1,bijící,1,0,c
,1,1,0,NOUN,0,zaostalost,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,která,0,,
,0,0,0,AUX,0,byla,0,,
,0,0,0,ADV,0,dosud,0,,
,0,0,0,ADJ,0,dána,0,,
,0,0,0,NOUN,0,přehlížením,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,NOUN,0,nezájmem,0,,
,0,0,1,ADP,1,ze,1,,
,0,0,1,NOUN,1,strany,1,0,c
,0,0,0,PROPN,0,Chartúmu,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,VERB,0,Doufejme,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,PRON,0,nás,0,,
,0,1,0,VERB,1,nezaslepí,1,1,c
,0,0,0,NOUN,0,chamtivost,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,DET,0,naše,0,,
,0,0,0,NOUN,0,touha,0,,
,0,0,0,VERB,0,pomáhat,0,,
,0,0,0,VERB,0,postačí,0,,
,0,0,0,ADV,0,nejen,0,,
,0,1,0,ADP,1,na,1,,
,0,0,0,DET,0,to,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,_,0,abychom,0,,
,0,0,0,VERB,0,poskytovali,0,,
,0,0,0,ADJ,0,finanční,0,,
,0,0,0,NOUN,0,prostředky,0,,
,0,1,0,ADP,1,na,1,,
,0,1,0,NOUN,1,budování,1,1,c
,0,0,0,NOUN,0,státu,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,ale,0,,
,0,1,0,VERB,1,dovolí,1,1,c
,0,0,0,PRON,0,nám,0,,
,0,0,0,ADV,0,také,0,,
,0,0,0,VERB,0,realizovat,0,,
,0,0,0,NOUN,0,programy,0,,
,0,0,0,PUNCT,0,",",0,,
,0,1,0,ADP,1,z,1,,
,0,0,0,PRON,0,nichž,0,,
,0,0,0,AUX,0,bude,0,,
c,1,1,0,VERB,1,mít,0,0,c
,0,0,0,NOUN,0,prospěch,0,,
,0,0,0,NOUN,0,společnost,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,jako,0,,
,0,0,0,PUNCT,0,.,0,,
,0,1,0,ADP,1,Od,1,,
,0,0,0,NOUN,0,rozvodu,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,ADJ,0,vánoční,0,,
,0,0,0,NOUN,0,stromek,0,,
,0,0,0,VERB,0,nekoupil,0,,
,0,0,0,PART,0,ani,0,,
,0,0,0,ADV,0,jedenkrát,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,ADV,0,nyní,0,,
,0,0,0,PRON,0,ho,0,,
,0,0,0,ADJ,0,vypité,0,,
,0,0,0,NOUN,0,víno,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADV,0,možná,0,,
,0,0,0,CCONJ,0,i,0,,
,0,0,0,DET,0,jakýsi,0,,
,0,0,0,ADJ,0,neurčitý,0,,
,0,0,0,ADJ,0,chvilkový,0,,
,0,0,0,NOUN,0,sentiment,0,,
,0,0,0,VERB,0,přiměly,0,,
,0,0,1,VERB,1,udělat,1,1,c
,0,0,0,NOUN,0,výjimku,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADP,0,V,0,,
,0,0,0,DET,0,jeho,0,,
,0,0,0,NOUN,0,očích,0,,
,0,0,0,AUX,0,byly,0,,
,0,0,0,NOUN,0,slzy,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADJ,0,Další,0,,
,0,0,0,NOUN,0,problém,0,,
,0,0,1,VERB,1,spočívá,1,0,c
,0,1,0,ADP,1,v,1,,
,0,0,0,DET,0,tom,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,ADJ,0,jižní,0,,
,0,0,0,NOUN,0,část,0,,
,0,0,0,NOUN,0,země,0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,NOUN,0,současnosti,0,,
,0,1,0,VERB,1,sjednocuje,1,1,c
,1,1,0,NOUN,0,odpor,0,,
,0,1,0,ADP,1,k,1,,
,0,0,0,ADJ,0,muslimskému,0,,
,0,0,0,NOUN,0,severu,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,1,VERB,1,Dokáže,1,1,x
,0,0,0,ADV,0,přitom,0,,
,0,1,0,VERB,1,vyvinout,1,1,c
,0,0,0,NOUN,0,rychlost,0,,
,0,0,0,PART,0,až,0,,
,0,0,0,NUM,0,55,0,,
,0,0,0,NOUN,0,km,0,,
,0,0,0,PUNCT,0,/,0,,
,0,0,0,NOUN,0,hod,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Posilování,0,,
,0,0,0,ADP,0,s,0,,
,0,0,0,NOUN,0,kamenem,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PRON,0,já,0,,
,0,0,0,ADV,0,sem,0,,
,0,0,0,PRON,0,ti,0,,
,0,0,0,VERB,0,kúpila,0,,
,0,0,0,DET,0,takový,0,,
,0,0,0,ADJ,0,oranžový,0,,
,0,0,0,NOUN,0,nátělníček,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PRON,0,ona,0,,
,0,0,0,VERB,0,říká,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,PRON,0,já,0,,
,0,0,0,ADV,0,sem,0,,
,0,0,0,PRON,0,si,0,,
,0,1,0,ADP,1,na,1,,
,0,0,0,DET,0,to,0,,
,0,0,0,ADV,0,akorát,0,,
,0,0,0,VERB,0,myslela,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Sprintem,0,,
,0,1,0,ADP,1,do,1,,
,0,0,0,NOUN,0,bezpečí,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Popisy,0,,
,0,0,0,DET,0,jeho,0,,
,0,0,0,ADJ,0,sexuálních,0,,
,0,0,0,NOUN,0,praktik,0,,
,0,0,0,AUX,0,jsou,0,,
,0,0,1,ADJ,1,doprovázeny,1,1,n
,0,0,0,NOUN,0,kresbami,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,takže,0,,
,0,0,0,DET,0,to,0,,
,0,0,0,VERB,0,vypadá,0,,
,0,0,0,SCONJ,0,jako,0,,
,0,0,0,ADJ,0,pornografický,0,,
,0,0,0,NOUN,0,komiks,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADP,0,V,0,,
,0,0,0,NOUN,0,savanách,0,,
,0,0,0,ADJ,0,subsaharské,0,,
,0,0,0,PROPN,0,Afriky,0,,
,0,0,1,VERB,1,žije,1,0,c
,0,0,0,NOUN,0,kočkodan,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,který,0,,
,0,0,0,ADP,0,díky,0,,
,0,0,0,DET,0,svému,0,,
,0,0,0,PUNCT,0,„,0,,
,0,0,1,NOUN,1,kníru,1,1,n
,0,0,0,PUNCT,0,“,0,,
,0,0,0,VERB,0,dostal,0,,
,0,0,0,NOUN,0,jméno,0,,
,0,0,0,ADJ,0,husarský,0,,
,0,0,0,PUNCT,0,(,0,,
,0,0,0,X,0,Erythrocebus,0,,
,0,0,0,X,0,patas,0,,
,0,0,0,PUNCT,0,),0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PRON,0,Jemu,0,,
,0,0,0,AUX,0,je,0,,
,0,0,0,DET,0,to,0,,
,0,0,1,NUM,1,jedno,1,0,c
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,Přesto,0,,
,0,0,0,VERB,0,závisí,0,,
,1,1,0,NOUN,0,pokrok,0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,NOUN,0,procesu,0,,
,0,1,0,NOUN,1,přistoupení,1,0,c
,0,1,0,ADP,1,v,1,,
,0,0,0,ADJ,0,podstatné,0,,
,1,1,0,NOUN,0,míře,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADV,0,především,0,,
,0,1,0,ADP,1,na,1,,
,0,1,0,NOUN,1,chování,1,1,c
,0,0,0,PROPN,0,Turecka,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,Potom,0,,
,0,0,0,VERB,0,šli,0,,
,0,0,0,ADP,0,k,0,,
,0,0,0,PROPN,0,Vltavě,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,_,0,aby,0,,
,0,0,0,PRON,0,ho,0,,
,0,0,0,VERB,0,pustili,0,,
,0,1,0,ADP,1,na,1,,
,0,0,0,NOUN,0,svobodu,0,,
,0,0,0,PUNCT,0,-,0,,
,0,0,0,DET,0,tuhle,0,,
,0,0,0,ADJ,0,sentimentální,0,,
,0,0,0,NOUN,0,kravinu,0,,
,0,0,0,VERB,0,podstupoval,0,,
,0,0,0,PROPN,0,Oskar,0,,
,0,0,0,ADV,0,obzvláště,0,,
,0,0,0,ADJ,0,nerad,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,ADP,0,kvůli,0,,
,0,0,0,NOUN,0,synovi,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,DET,0,každý,0,,
,0,0,0,NOUN,0,rok,0,,
,0,0,0,ADV,0,nakonec,0,,
,0,0,0,ADV,0,vždycky,0,,
,0,1,0,VERB,1,přemohl,1,0,c
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,Takže,0,,
,0,0,0,ADV,0,letos,0,,
,0,0,0,AUX,0,bude,0,,
,0,0,0,ADJ,0,Štědrý,0,,
,0,0,0,NOUN,0,den,0,,
,0,0,0,ADV,0,už,0,,
,0,0,0,ADJ,0,osmnáctého,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Syn,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,rozesmál,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,ADV,0,potom,0,,
,0,0,0,ADV,0,už,0,,
,1,1,0,ADP,0,ze,0,,
,0,0,0,PRON,0,sebe,0,,
,0,0,0,NOUN,0,smích,0,,
,0,0,0,ADV,0,křečovitě,0,,
,0,0,0,VERB,0,nutil,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,PRON,0,což,0,,
,0,0,0,AUX,0,byla,0,,
,0,0,0,NUM,0,jedna,0,,
,1,1,0,ADP,0,z,0,,
,1,1,0,NOUN,0,věcí,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,které,0,,
,0,1,0,VERB,1,šly,1,0,c
,0,0,0,ADJ,0,Oskarovy,0,,
,0,0,0,ADV,0,odjakživa,0,,
,0,1,0,ADP,1,na,1,,
,0,1,0,NOUN,1,nervy,1,1,c
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PART,0,jo,0,,
,0,0,0,PART,0,no,0,,
,0,0,0,PRON,0,on,0,,
,0,0,0,AUX,0,je,0,,
,0,0,0,ADV,0,trošku,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,možná,0,,
,0,0,0,AUX,0,by,0,,
,0,0,0,PRON,0,ho,0,,
,0,0,0,VERB,0,chtělo,0,,
,0,0,0,ADV,0,trošku,0,,
c,1,1,0,VERB,0,namočit,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,DET,0,To,0,,
,0,0,0,ADV,0,zdaleka,0,,
,0,0,0,AUX,0,není,0,,
,0,0,0,NUM,0,1,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,PRON,0,nikdo,0,,
,0,0,0,ADV,0,zatím,0,,
,0,0,0,VERB,0,neví,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,zda,0,,
,0,0,0,AUX,0,bude,0,,
,0,0,0,NOUN,0,země,0,,
,0,1,0,ADP,1,v,1,,
,0,1,0,NOUN,1,souladu,1,1,c
,0,1,0,ADP,1,s,1,,
,0,0,0,NOUN,0,vůlí,0,,
,0,0,0,NOUN,0,obyvatelstva,0,,
,0,0,0,NOUN,0,jihu,0,,
,0,0,0,ADJ,0,rozdělena,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PROPN,0,Malpa,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,NOUN,0,ořech,0,,
,0,0,0,VERB,0,položí,0,,
,0,0,0,ADP,0,na,0,,
,0,0,0,ADJ,0,vystouplý,0,,
,0,0,0,NOUN,0,kořen,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADP,0,nad,0,,
,0,0,0,NOUN,0,hlavu,0,,
,0,0,0,VERB,0,zvedne,0,,
,0,0,0,ADV,0,co,0,,
,0,0,0,ADJ,0,nejtěžší,0,,
,0,0,0,NOUN,0,kámen,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,DET,0,jeho,0,,
,0,0,0,NOUN,0,vahou,0,,
,0,0,0,NOUN,0,skořápku,0,,
,0,0,0,VERB,0,rozbije,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PUNCT,0,„,0,,
,0,1,0,ADP,1,Za,1,,
,0,0,0,NOUN,0,chvíli,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,vzpamatuje,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Otec,0,,
,0,0,0,CCONJ,0,tedy,0,,
,0,0,0,VERB,0,uprosil,0,,
,0,0,0,NOUN,0,muže,0,,
,0,1,0,ADP,1,od,1,,
,0,0,0,ADJ,0,elektrárenské,0,,
,0,0,0,NOUN,0,společnosti,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,_,0,aby,0,,
,0,0,0,PRON,0,nám,0,,
,0,0,0,NOUN,0,elektřinu,0,,
,0,0,0,VERB,0,neodpojovali,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,VERB,0,oblekl,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,NOUN,0,blejzr,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,VERB,0,odjel,0,,
,0,0,0,ADP,0,s,0,,
,0,0,0,PRON,0,nimi,0,,
,0,0,0,ADP,0,na,0,,
,0,0,0,NOUN,0,ředitelství,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,Odpoledne,0,,
,0,0,0,AUX,0,jsem,0,,
,0,0,0,ADP,0,s,0,,
,0,0,0,NOUN,0,paní,0,,
,0,0,0,PROPN,0,Tichou,0,,
,0,0,0,VERB,0,vysávala,0,,
,0,0,0,ADJ,0,Himmlerovo,0,,
,0,0,0,NOUN,0,apartmá,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,takže,0,,
,0,0,0,PRON,0,já,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,1,VERB,1,vyjedu,1,0,x
,0,0,1,ADP,1,v,1,,
,0,0,0,NOUN,0,sedum,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,ráno,0,,
,0,0,0,ADP,0,z,0,,
,0,0,0,PROPN,0,Veselí,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PUNCT,0,„,0,,
,0,0,0,CCONJ,0,Tak,0,,
,0,0,0,PRON,0,tě,0,,
,0,0,0,VERB,0,pic,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,VERB,0,děkuj,0,,
,0,0,0,NOUN,0,bohu,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,AUX,0,jsme,0,,
,0,0,0,PRON,0,tě,0,,
,0,0,0,VERB,0,nesežrali,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,PUNCT,0,”,0,,
,1,1,0,VERB,0,doplnil,0,,
,0,0,0,PROPN,0,Oskar,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,VERB,0,má,0,,
,0,0,0,NOUN,0,tričko,0,,
,0,0,0,ADJ,0,oranžové,0,,
,0,0,0,DET,0,to,0,,
,0,0,0,ADV,0,vlastně,0,,
,0,0,0,VERB,0,dostala,0,,
,0,0,1,ADP,1,ode,1,,
,0,0,0,PRON,0,mě,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,NUM,0,jedno,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PROPN,0,Josef,0,,
,0,0,0,AUX,0,by,0,,
,0,1,0,ADP,1,proti,1,,
,0,0,0,DET,0,našemu,0,,
,0,0,0,NOUN,0,přestěhování,0,,
,0,0,0,ADV,0,kupodivu,0,,
,0,0,0,PRON,0,nic,0,,
,0,0,0,VERB,0,neměl,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,jenom,0,,
,0,0,0,PRON,0,mě,0,,
,0,0,0,VERB,0,upozornil,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,ADJ,0,Himmlerovo,0,,
,0,0,0,NOUN,0,apartmá,0,,
,0,0,0,AUX,0,je,0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,ADJ,0,návštěvnické,0,,
,1,1,0,NOUN,0,trase,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,takže,0,,
,0,0,0,AUX,0,bychom,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,museli,0,,
,0,0,0,VERB,0,smířit,0,,
,0,1,0,ADP,1,s,1,,
,0,0,0,DET,0,tím,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,PRON,0,nám,0,,
,0,0,0,ADP,0,přes,0,,
,0,0,0,NOUN,0,byt,0,,
,0,0,0,AUX,0,budou,0,,
,1,1,0,VERB,0,chodit,0,,
,0,0,1,NOUN,1,mufloni,1,1,n
,0,0,0,PUNCT,0,.,0,,
,0,1,0,ADP,1,Na,1,,
,0,0,0,DET,0,moji,0,,
,0,1,0,NOUN,1,stranu,1,1,c
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,přidal,0,,
,0,0,0,CCONJ,0,i,0,,
,0,0,0,ADV,0,dosud,0,,
,0,1,0,ADP,1,k,1,,
,0,0,0,PROPN,0,Josefovi,0,,
,0,0,0,ADV,0,zcela,0,,
,0,0,0,ADJ,0,loajální,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADJ,0,submisivní,0,,
,0,0,0,NOUN,0,pan,0,,
,0,0,0,PROPN,0,Spock,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,který,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,odvážil,0,,
,0,0,0,VERB,0,namítnout,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,NOUN,0,obsluha,0,,
,0,0,0,ADJ,0,kachlových,0,,
,0,0,0,NOUN,0,kamen,0,,
,1,1,0,VERB,0,čítala,0,,
,0,0,0,NUM,0,tři,0,,
,0,0,0,NOUN,0,lidi,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,kteří,0,,
,0,0,0,ADJ,0,celou,0,,
,0,0,0,NOUN,0,zimu,0,,
,0,0,0,VERB,0,nedělali,0,,
,0,0,0,PRON,0,nic,0,,
,0,0,0,ADJ,0,jiného,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,než,0,,
,0,0,0,VERB,0,běhali,0,,
,0,0,0,ADP,0,po,0,,
,0,0,0,NOUN,0,zámku,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,1,VERB,1,přikládali,1,0,c
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Vědomí,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,VERB,0,dělá,0,,
,0,0,0,ADJ,0,dobrý,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,PART,0,ne,0,,
,0,0,0,PUNCT,0,-,0,,
,0,0,0,SCONJ,0,li,0,,
,0,0,1,ADV,1,přímo,1,,
,0,0,0,ADJ,0,křesťanský,0,,
,0,0,0,NOUN,0,skutek,0,,
,0,0,0,PRON,0,mu,0,,
,0,0,0,ADV,0,dokonce,0,,
,0,0,1,VERB,1,přineslo,1,1,x
,0,0,1,ADJ,1,jisté,1,1,x
,0,0,1,ADJ,1,malé,1,1,x
,0,0,0,NOUN,0,sebeuspokojení,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Pane,0,,
,0,0,0,ADJ,0,předsedající,0,,
,0,0,0,PUNCT,0,",",0,,
,0,1,0,ADP,1,před,1,,
,0,0,0,NOUN,0,referendem,0,,
,0,0,0,AUX,0,jsme,0,,
,0,0,1,VERB,1,měli,1,0,c
,0,0,0,ADJ,0,velké,0,,
,0,0,0,NOUN,0,obavy,0,,
,0,1,0,ADP,1,z,1,,
,0,0,0,ADJ,0,průvodních,0,,
,0,0,0,NOUN,0,nepokojů,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,AUX,0,jsem,0,,
,0,0,0,ADJ,0,ráda,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,NOUN,0,referendum,0,,
,0,0,1,VERB,1,proběhlo,1,0,c
,0,0,0,ADV,0,pokojně,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,AUX,0,bylo,0,,
,0,0,0,ADJ,0,platné,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,VERB,0,Musím,0,,
,0,0,0,CCONJ,0,nicméně,0,,
,0,0,0,ADV,0,také,0,,
,1,1,0,VERB,0,podotknout,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,ADV,0,jen,0,,
,0,0,0,DET,0,někteří,0,,
,0,0,1,VERB,1,mají,1,0,c
,0,0,0,DET,0,to,0,,
,0,0,0,NOUN,0,štěstí,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,1,VERB,1,dostanou,1,0,c
,0,0,0,NOUN,0,možnost,0,,
,0,0,1,VERB,1,získat,1,0,c
,0,0,0,NOUN,0,právo,0,,
,0,1,0,ADP,1,na,1,,
,0,0,0,DET,0,takovou,0,,
,0,0,0,NOUN,0,svobodu,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADJ,0,České,0,,
,0,0,0,NOUN,0,výrobky,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,především,0,,
,0,0,0,ADV,0,už,0,,
,0,0,1,ADJ,1,uvedené,1,0,c
,0,0,0,NOUN,0,suroviny,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,NOUN,0,polotovary,0,,
,0,0,0,PUNCT,0,(,0,,
,0,0,0,NOUN,0,vosk,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,NOUN,0,stříbro,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,PART,0,snad,0,,
,0,0,0,CCONJ,0,i,0,,
,0,0,0,ADJ,0,živý,0,,
,0,0,0,NOUN,0,dobytek,0,,
,0,0,0,PUNCT,0,),0,,
,0,0,0,VERB,0,směřovaly,0,,
,0,0,0,ADP,0,do,0,,
,0,0,0,DET,0,všech,0,,
